lat,lon
40.21054553,-88.36763926
41.4057056,27.35043779
36.54356601,32.00013427
-26.992799,-48.638805
37.571606,36.94046
40.10346217,26.40022227
-10.92156524,-37.05028809
40.35589785,28.927356
40.396112,27.792033
37.942947,27.432981
4.1781777,101.29012585
19.4276586,-99.17030097
41.03036089,29.110562
36.58906705,36.16896259
40.81693701,29.4353441
38.67249985,34.73540305
41.28536386,36.33135785
40.99257243,29.02881109
40.98569715,29.02596474
41.42817491,27.09516068
40.89808007,38.43540781
-30.02615096,-51.16234303
51.53221482,46.03047937
39.77911901,30.51504672
40.75664793,30.40111513
41.0993177,28.97804778
-23.53025246,-46.51636505
40.99189587,28.77926847
40.93116747,29.3052472
29.68452103,-95.45682095
41.04781835,29.02681066
40.77533932,30.40349
40.91893341,38.39289472
37.03720847,35.31456609
48.0207433,37.78662017
-22.94467655,-43.18266885
25.81656233,-100.29637218
-29.40192706,-51.94729686
39.77569301,30.55323601
-1.44146982,-48.46307325
37.7511717,29.1002582
37.20901871,28.3743248
37.75354285,27.40707981
-6.12574839,106.65647507
3.08083248,101.60526276
39.870589,32.678389
53.88489912,27.53841207
-29.6088331,-51.16130435
37.17133077,38.80664021
0.03149099,-51.0544828
18.49283685,-88.29591751
40.73084342,31.60017688
37.21598433,28.36207509
38.38964074,27.15597578
37.0314047,27.43818283
36.78244742,34.58714475
-25.39531013,-57.35082168
52.46571366,30.98388982
41.20609473,32.65943671
40.42861692,29.15650875
38.61072645,27.380769
39.91133227,32.77247822
40.9863204,29.03108996
37.84710966,27.84388106
-1.33867669,-48.41007233
47.49647327,19.05046463
38.48184997,27.10882639
40.87740961,35.22478375
41.34541941,36.2479198
41.00505724,38.81990088
42.01016211,-88.23151295
41.06645792,28.99558067
38.38814053,27.16538425
40.76440137,29.92356161
36.7440635,34.52514403
39.93438774,32.82813549
4.21237157,100.63926231
38.28472826,26.37534442
-25.2810335,-57.64247984
40.99308631,28.63669722
39.94241332,32.82337166
39.76647919,30.50452209
-23.52053728,-46.64683818
41.00463778,39.72815037
38.45642849,27.11794853
40.76355828,29.92691645
-29.72288985,-53.72055956
37.35943932,27.27349015
37.03698226,37.31646612
-23.55558845,-46.6879034
14.5747455,121.06288303
26.42165454,50.07969032
12.30542794,76.60083341
41.06819072,28.89304116
38.477583,27.071406
25.39748772,49.56068496
41.00143617,39.72755175
-5.89302829,-35.26836705
11.41285817,-69.66355363
39.74675444,37.01016879
41.00675377,28.6548645
41.00963318,28.9377737
40.17880581,29.07842706
41.28037152,28.00104214
41.03507972,28.98221474
39.649261,27.891298
27.02835676,49.63346627
41.45056737,31.76040173
38.43384172,27.14933559
40.98142078,28.72298241
38.39202709,27.15167999
40.99272375,39.6626733
-6.89962967,107.61012526
39.50419895,26.98306054
40.1446416,26.41070639
41.02744293,29.03426933
41.10762812,28.86158338
41.73077393,27.21816254
-28.86504876,-51.27889207
38.37752067,27.16413785
36.78327014,34.58830166
38.45921685,27.09214991
56.85940064,53.2226516
45.50028002,-73.41987241
35.22145361,33.41762653
38.72498664,35.51278638
41.63889144,27.18585968
40.91694955,38.3864462
40.76138744,30.36241889
40.77620875,30.40441855
40.77123771,30.39214989
40.99025849,28.84515229
40.80286259,29.96585369
58.00363031,56.30148516
14.06532355,100.60568735
40.14910631,26.39989374
36.71783404,37.12346412
40.77698141,30.39495828
41.03678426,28.55263076
41.0484314,28.93181038
41.05382166,28.98277753
-3.74787489,-38.50075974
40.70521732,29.86543753
3.21007901,101.71998202
-19.840446,-43.188575
38.61458206,27.43099785
21.16104103,-101.69567585
41.07261575,28.68212581
41.33073002,36.28262729
38.45887645,27.22353168
40.78297693,30.39949843
20.70233008,-103.37636948
-1.45471819,-48.48800236
40.99154206,28.79592271
41.10133362,36.10982895
-22.72888947,-47.65300369
38.48435744,28.14440877
39.93046673,32.87380451
40.18706282,29.05947921
-23.39852436,-51.96330789
0.022204,-51.059096
37.02867483,35.31417482
36.91231082,30.64875077
41.02511964,40.51861412
31.1265382,-97.68217351
36.86783368,30.72386127
-29.23484603,-51.87869335
40.99092884,28.79625281
38.57458095,-121.48563731
41.66958887,26.56659282
41.03723233,28.93210142
41.03649934,28.80723987
40.98677384,27.55545472
40.7774206,30.39344434
35.32685274,33.32055438
37.76101101,29.04905263
40.76237723,29.92472508
19.2837494,-99.23261525
36.89678238,30.69191119
37.79521371,29.08752801
38.45825673,27.11822841
41.00803016,39.73036051
41.01756207,28.98559143
36.8931588,30.65890833
-16.03828508,-48.06285262
41.00989225,28.96209061
39.99208984,32.86137342
-12.0718584,-77.04423831
41.46316311,34.78248674
3.21236696,101.72875689
-6.13217503,-39.87622087
38.38574572,27.18049549
41.00082418,29.05398846
-29.22495551,-51.87869335
-15.81836281,-48.06547065
40.98140988,37.87429342
40.984875,30.73853
38.33080588,26.74737465
40.69871201,29.81256281
40.99763371,28.84255775
41.01485866,39.6037102
-23.529963,-46.641284
-8.06489994,-34.89682583
40.7646666,29.93339434
-1.23825129,116.82719951
39.91929059,32.81877158
41.30905804,36.33526276
40.90875595,29.31545749
26.30793925,50.1758907
-25.29577391,-54.11203584
40.51856305,28.79484132
-12.96836786,-39.2635229
-26.2705145,-48.81748407
39.64640624,27.88351248
-28.84888484,-51.28936803
40.99140066,28.90390485
40.79443017,30.73970009
39.92076304,32.85409927
40.97799562,29.11986549
39.07309015,26.8911866
-25.45234427,-49.28976004
39.75222517,37.01287998
41.07555805,29.04298067
40.84355126,26.62858162
40.77444811,30.40291429
36.89812026,30.65290994
37.92039235,40.22513121
-11.03275585,-38.79306793
-23.00958039,-43.44890999
39.64054971,27.88922899
39.42247391,29.98782921
38.60959996,27.41452319
28.88074497,48.28340903
51.74901026,18.07496219
39.583478,26.923552
3.11431246,101.61171198
-30.04589902,-51.20268269
41.31519688,36.31224736
40.65723606,29.26244169
40.26870757,29.65214303
56.57973942,25.20317893
40.79443017,30.73970009
40.9252739,29.13292313
41.4333724,31.7281886
38.63543261,34.73582131
41.00940024,28.65853872
39.78371803,30.50092321
-33.53573125,-70.76038449
40.78875115,29.41770846
39.412043,30.003641
40.22628024,27.24787646
37.04350486,35.31066401
-29.83743255,-51.16376782
41.65534372,26.58626705
40.70549818,30.10132745
40.98808795,29.02836214
39.95491921,32.73507711
14.6177067,-61.101983
-12.93440047,-38.47643718
-23.62958919,-46.73252444
39.14470636,27.69001007
29.3424937,47.76868887
38.37914701,27.11644168
-3.41729469,104.25703643
36.98556478,35.29702133
40.72194171,29.78399211
